text,label
Best foods for managing gestational diabetes?,HEALTH_ADVICE
What dietary changes help with anxiety?,HEALTH_ADVICE
What vegetables are recommended for inflammatory bowel disease?,HEALTH_ADVICE
How should someone with gout attacks adjust their diet?,HEALTH_ADVICE
Can eating potatoes help with type 2 diabetes?,HEALTH_ADVICE
Which foods are beneficial for people with obesity?,HEALTH_ADVICE
Best foods for managing depression?,HEALTH_ADVICE
Should I avoid celery if I have type 1 diabetes?,HEALTH_ADVICE
Is skim milk recommended or not recommended for obesity?,HEALTH_ADVICE
Best foods for managing heart disease?,HEALTH_ADVICE
What eating habits help manage metabolic syndrome?,HEALTH_ADVICE
Are there foods that worsen GERD?,HEALTH_ADVICE
Should someone with gastritis limit dairy intake?,HEALTH_ADVICE
Which foods are beneficial for people with GERD?,HEALTH_ADVICE
What vegetables are recommended for anemia?,HEALTH_ADVICE
What is a healthy diet for someone with gout attacks?,HEALTH_ADVICE
What snacks are suitable for someone with lactose intolerance?,HEALTH_ADVICE
What is a healthy diet for someone with acid reflux?,HEALTH_ADVICE
What foods help reduce symptoms of hypothyroidism?,HEALTH_ADVICE
Is a low-carb diet good for PCOS?,HEALTH_ADVICE
How does diet affect gout?,HEALTH_ADVICE
Should someone with coronary artery disease limit dairy intake?,HEALTH_ADVICE
Should someone with polycystic ovary syndrome limit dairy intake?,HEALTH_ADVICE
Are grains good for someone with osteoporosis?,HEALTH_ADVICE
Is it safe to eat blueberries with irritable bowel syndrome?,HEALTH_ADVICE
Are there foods that worsen fatty liver disease?,HEALTH_ADVICE
What foods should people with obesity avoid?,HEALTH_ADVICE
Should I avoid asparagus if I have rheumatoid arthritis?,HEALTH_ADVICE
Are there foods that worsen type 1 diabetes?,HEALTH_ADVICE
What should I eat if I have gestational diabetes?,HEALTH_ADVICE
What foods help reduce symptoms of GERD?,HEALTH_ADVICE
What should I eat if I have irritable bowel syndrome?,HEALTH_ADVICE
Best foods for managing anemia?,HEALTH_ADVICE
Are grains good for someone with type 1 diabetes?,HEALTH_ADVICE
Is pinto beans recommended or not recommended for osteoporosis?,HEALTH_ADVICE
Is it safe to eat chickpeas with elevated LDL cholesterol?,HEALTH_ADVICE
Is peanuts recommended or not recommended for chronic kidney disease?,HEALTH_ADVICE
Can people with osteoporosis eat quinoa?,HEALTH_ADVICE
Diet recommendations for chronic kidney disease patients?,HEALTH_ADVICE
Diet recommendations for coronary artery disease patients?,HEALTH_ADVICE
Is a low-carb diet good for gestational diabetes?,HEALTH_ADVICE
What is the best diet for controlling low blood pressure?,HEALTH_ADVICE
What fruits are safe for obesity patients?,HEALTH_ADVICE
How should someone with acid reflux adjust their diet?,HEALTH_ADVICE
What is the best diet for controlling diabetes?,HEALTH_ADVICE
Is it safe to eat beets with kidney disease?,HEALTH_ADVICE
Best foods for managing GERD?,HEALTH_ADVICE
What should I eat if I have gout?,HEALTH_ADVICE
Are grains good for someone with lactose intolerance?,HEALTH_ADVICE
What eating habits help manage anxiety?,HEALTH_ADVICE
Diet recommendations for celiac disease patients?,HEALTH_ADVICE
Is peanuts recommended or not recommended for osteoporosis?,HEALTH_ADVICE
Can people with anxiety eat white bread?,HEALTH_ADVICE
Can eating Greek yogurt help with arthritis?,HEALTH_ADVICE
What proteins are best for a person with gout attacks?,HEALTH_ADVICE
Which foods are beneficial for people with depression?,HEALTH_ADVICE
What should I eat if I have insomnia?,HEALTH_ADVICE
Diet recommendations for iron-deficiency anemia patients?,HEALTH_ADVICE
Are there foods that worsen diabetes?,HEALTH_ADVICE
What should I eat if I have lactose intolerance?,HEALTH_ADVICE
Is it safe to eat bananas with gluten intolerance?,HEALTH_ADVICE
What fruits are safe for gastritis patients?,HEALTH_ADVICE
Should someone with PCOS limit dairy intake?,HEALTH_ADVICE
Should someone with high cholesterol limit dairy intake?,HEALTH_ADVICE
What foods help reduce symptoms of fatty liver disease?,HEALTH_ADVICE
What snacks are suitable for someone with coronary artery disease?,HEALTH_ADVICE
What dietary changes help with irritable bowel syndrome?,HEALTH_ADVICE
Are grains good for someone with iron-deficiency anemia?,HEALTH_ADVICE
Should I avoid zucchini if I have high cholesterol?,HEALTH_ADVICE
Can eating tomatoes help with metabolic syndrome?,HEALTH_ADVICE
How does diet affect PCOS?,HEALTH_ADVICE
What is a healthy diet for someone with elevated LDL cholesterol?,HEALTH_ADVICE
What is the best diet for controlling elevated LDL cholesterol?,HEALTH_ADVICE
Can eating pasta help with anemia?,HEALTH_ADVICE
What fruits are safe for irritable bowel syndrome patients?,HEALTH_ADVICE
What vegetables are recommended for high cholesterol?,HEALTH_ADVICE
Which foods are beneficial for people with cardiovascular disease?,HEALTH_ADVICE
Which foods are beneficial for people with elevated LDL cholesterol?,HEALTH_ADVICE
What eating habits help manage gluten intolerance?,HEALTH_ADVICE
Is plain yogurt recommended or not recommended for lactose intolerance?,HEALTH_ADVICE
Should someone with type 1 diabetes limit dairy intake?,HEALTH_ADVICE
Should I avoid avocado if I have lactose intolerance?,HEALTH_ADVICE
What fruits are safe for PCOS patients?,HEALTH_ADVICE
Are grains good for someone with kidney disease?,HEALTH_ADVICE
Diet recommendations for polycystic ovary syndrome patients?,HEALTH_ADVICE
What fruits are safe for coronary artery disease patients?,HEALTH_ADVICE
What foods should people with PCOS avoid?,HEALTH_ADVICE
Best foods for managing diabetes?,HEALTH_ADVICE
Is a low-carb diet good for anemia?,HEALTH_ADVICE
Should someone with hyperthyroidism limit dairy intake?,HEALTH_ADVICE
What should I eat if I have acid reflux?,HEALTH_ADVICE
Should I avoid asparagus if I have depression?,HEALTH_ADVICE
Can eating brown rice help with hyperthyroidism?,HEALTH_ADVICE
What snacks are suitable for someone with metabolic syndrome?,HEALTH_ADVICE
What vegetables are recommended for hypothyroidism?,HEALTH_ADVICE
What is the best diet for controlling acid reflux?,HEALTH_ADVICE
Diet recommendations for rheumatoid arthritis patients?,HEALTH_ADVICE
What snacks are suitable for someone with arthritis?,HEALTH_ADVICE
What vegetables are recommended for polycystic ovary syndrome?,HEALTH_ADVICE
Is a low-carb diet good for cardiovascular disease?,HEALTH_ADVICE
What is the best diet for controlling high cholesterol?,HEALTH_ADVICE
Is it safe to eat mozzarella with gout?,HEALTH_ADVICE
How does diet affect celiac disease?,HEALTH_ADVICE
Should someone with hypothyroidism limit dairy intake?,HEALTH_ADVICE
Diet recommendations for gout attacks patients?,HEALTH_ADVICE
How should someone with elevated LDL cholesterol adjust their diet?,HEALTH_ADVICE
Can eating green peas help with gluten intolerance?,HEALTH_ADVICE
Are there foods that worsen hypertension?,HEALTH_ADVICE
What fruits are safe for GERD patients?,HEALTH_ADVICE
Should I avoid lamb if I have inflammatory bowel disease?,HEALTH_ADVICE
What is the best diet for controlling chronic kidney disease?,HEALTH_ADVICE
What proteins are best for a person with type 1 diabetes?,HEALTH_ADVICE
Best foods for managing obesity?,HEALTH_ADVICE
What foods help reduce symptoms of anxiety?,HEALTH_ADVICE
Is it safe to eat cottage cheese with depression?,HEALTH_ADVICE
Is it safe to eat kale with high blood pressure?,HEALTH_ADVICE
What eating habits help manage hypothyroidism?,HEALTH_ADVICE
Can eating eggs help with metabolic syndrome?,HEALTH_ADVICE
What vegetables are recommended for lactose intolerance?,HEALTH_ADVICE
I need the vitamin A count for sweet potatoes.,NUTRITION_LOOKUP
What is the iron content of mushrooms?,NUTRITION_LOOKUP
What is the exact niacin in one cup oats?,NUTRITION_LOOKUP
How many grams of fiber are in soybeans?,NUTRITION_LOOKUP
What is the total fat macro for mozzarella?,NUTRITION_LOOKUP
How does the vitamin A in avocado compare to the daily requirement?,NUTRITION_LOOKUP
What is the exact carbohydrates in one tablespoon Greek yogurt?,NUTRITION_LOOKUP
Can you tell me the folate in a small bowl of turkey breast?,NUTRITION_LOOKUP
How many selenium are in a 3-ounce portion of potatoes?,NUTRITION_LOOKUP
What are the sugar levels in carrots?,NUTRITION_LOOKUP
Can you tell me the cholesterol in 100 grams of cod?,NUTRITION_LOOKUP
What is the thiamine content of coconut oil?,NUTRITION_LOOKUP
How many saturated fat calories does cod have?,NUTRITION_LOOKUP
How many saturated fat calories does cabbage have?,NUTRITION_LOOKUP
How rich is mozzarella in folate?,NUTRITION_LOOKUP
What are the thiamine levels in shrimp?,NUTRITION_LOOKUP
How much calcium is there in a handful of of duck?,NUTRITION_LOOKUP
I need the niacin count for lentils.,NUTRITION_LOOKUP
Does duck have a lot of vitamin B12?,NUTRITION_LOOKUP
How many calcium calories does salmon have?,NUTRITION_LOOKUP
What percentage of daily saturated fat is in Greek yogurt?,NUTRITION_LOOKUP
How much niacin is there in a medium portion of pasta?,NUTRITION_LOOKUP
What is the nutritional value of quinoa in terms of iron?,NUTRITION_LOOKUP
What is the iron breakdown for sardines?,NUTRITION_LOOKUP
How rich is chickpeas in omega-6 fatty acids?,NUTRITION_LOOKUP
What is the iron content of quinoa?,NUTRITION_LOOKUP
How much phosphorus does black beans contain per serving?,NUTRITION_LOOKUP
How many zinc calories does lamb have?,NUTRITION_LOOKUP
How much protein does edamame contain per serving?,NUTRITION_LOOKUP
Is sardines high in sodium?,NUTRITION_LOOKUP
What is the omega-6 fatty acids content of sardines?,NUTRITION_LOOKUP
How much iron is there in a medium portion of potatoes?,NUTRITION_LOOKUP
What are the fiber levels in quinoa?,NUTRITION_LOOKUP
Is peaches high in fiber?,NUTRITION_LOOKUP
How many iron calories does cabbage have?,NUTRITION_LOOKUP
How much omega-3 fatty acids is there in one serving of green peas?,NUTRITION_LOOKUP
How rich is butter in vitamin A?,NUTRITION_LOOKUP
Give me the phosphorus value for a 3-ounce portion of tuna.,NUTRITION_LOOKUP
What is the nutritional value of celery in terms of vitamin A?,NUTRITION_LOOKUP
How much niacin is there in one piece of garlic?,NUTRITION_LOOKUP
How many grams of omega-3 fatty acids are in kale?,NUTRITION_LOOKUP
How many zinc are in half a cup of peanut butter?,NUTRITION_LOOKUP
I need the magnesium count for asparagus.,NUTRITION_LOOKUP
How many grams of sugar are in lentils?,NUTRITION_LOOKUP
What is the magnesium breakdown for shrimp?,NUTRITION_LOOKUP
How much fiber is there in one cup of oats?,NUTRITION_LOOKUP
What are the fiber levels in lamb?,NUTRITION_LOOKUP
What is the folate macro for olive oil?,NUTRITION_LOOKUP
What percentage of daily vitamin C is in black beans?,NUTRITION_LOOKUP
What is the nutritional value of beets in terms of vitamin A?,NUTRITION_LOOKUP
What is the exact omega-3 fatty acids in one ounce brown rice?,NUTRITION_LOOKUP
Give me the calcium value for one ounce of beets.,NUTRITION_LOOKUP
What is the total vitamin D per 200 calories worth of celery?,NUTRITION_LOOKUP
How much phosphorus does shrimp contain per serving?,NUTRITION_LOOKUP
I need the carbohydrates count for Greek yogurt.,NUTRITION_LOOKUP
What are the riboflavin levels in cod?,NUTRITION_LOOKUP
What is the exact potassium in a 3-ounce portion sardines?,NUTRITION_LOOKUP
How rich is cottage cheese in vitamin B12?,NUTRITION_LOOKUP
What is the zinc content of mango?,NUTRITION_LOOKUP
How does the protein in almonds compare to the daily requirement?,NUTRITION_LOOKUP
How much cholesterol does kiwi contain per serving?,NUTRITION_LOOKUP
How many carbohydrates calories does whole milk have?,NUTRITION_LOOKUP
I need the calories count for peanuts.,NUTRITION_LOOKUP
How many riboflavin calories does grapes have?,NUTRITION_LOOKUP
How much niacin is there in one ounce of coconut oil?,NUTRITION_LOOKUP
What are the magnesium levels in mango?,NUTRITION_LOOKUP
How many cholesterol calories does kale have?,NUTRITION_LOOKUP
Can you tell me the fiber in 100 grams of onions?,NUTRITION_LOOKUP
Does whole wheat bread have a lot of vitamin C?,NUTRITION_LOOKUP
What is the thiamine macro for shrimp?,NUTRITION_LOOKUP
How many sodium are in 100 grams of pumpkin seeds?,NUTRITION_LOOKUP
What is the total fat breakdown for whole milk?,NUTRITION_LOOKUP
Give me the niacin value for 100 grams of olive oil.,NUTRITION_LOOKUP
How much calories is there in one tablespoon of walnuts?,NUTRITION_LOOKUP
I need the vitamin D count for salmon.,NUTRITION_LOOKUP
How much phosphorus is there in 200 calories worth of grapes?,NUTRITION_LOOKUP
What is the phosphorus macro for peanut butter?,NUTRITION_LOOKUP
How does the vitamin C in broccoli compare to the daily requirement?,NUTRITION_LOOKUP
Does strawberries have a lot of phosphorus?,NUTRITION_LOOKUP
Give me the thiamine value for two tablespoons of olive oil.,NUTRITION_LOOKUP
How much sodium does skim milk contain per serving?,NUTRITION_LOOKUP
What is the cholesterol macro for whole wheat bread?,NUTRITION_LOOKUP
What is the exact saturated fat in one cup plain yogurt?,NUTRITION_LOOKUP
Does celery have a lot of vitamin C?,NUTRITION_LOOKUP
How many grams of sugar are in black beans?,NUTRITION_LOOKUP
Is kidney beans high in folate?,NUTRITION_LOOKUP
I need the riboflavin count for peaches.,NUTRITION_LOOKUP
How does the carbohydrates in carrots compare to the daily requirement?,NUTRITION_LOOKUP
Give me the protein value for one tablespoon of kidney beans.,NUTRITION_LOOKUP
Is avocado high in omega-6 fatty acids?,NUTRITION_LOOKUP
What is the exact cholesterol in a medium portion sunflower seeds?,NUTRITION_LOOKUP
What is the carbohydrates macro for kiwi?,NUTRITION_LOOKUP
Does cod have a lot of carbohydrates?,NUTRITION_LOOKUP
How many sodium are in two tablespoons of cabbage?,NUTRITION_LOOKUP
Is mozzarella high in cholesterol?,NUTRITION_LOOKUP
What is the nutritional value of chia seeds in terms of carbohydrates?,NUTRITION_LOOKUP
What is the thiamine breakdown for almonds?,NUTRITION_LOOKUP
How many thiamine calories does mango have?,NUTRITION_LOOKUP
How much vitamin D is there in 200 calories worth of oranges?,NUTRITION_LOOKUP
How much vitamin A does tofu contain per serving?,NUTRITION_LOOKUP
What is the exact omega-3 fatty acids in a handful of quinoa?,NUTRITION_LOOKUP
What percentage of daily total fat is in crab?,NUTRITION_LOOKUP
I need the vitamin A count for almonds.,NUTRITION_LOOKUP
What is the total thiamine per one ounce of tilapia?,NUTRITION_LOOKUP
How many grams of vitamin B12 are in flaxseeds?,NUTRITION_LOOKUP
How much protein does dark chocolate contain per serving?,NUTRITION_LOOKUP
Does pinto beans have a lot of niacin?,NUTRITION_LOOKUP
Give me the sodium value for a 3-ounce portion of strawberries.,NUTRITION_LOOKUP
I need the selenium count for zucchini.,NUTRITION_LOOKUP
How rich is whole wheat bread in vitamin B12?,NUTRITION_LOOKUP
How many calories calories does peaches have?,NUTRITION_LOOKUP
What is the cholesterol breakdown for coconut oil?,NUTRITION_LOOKUP
How much protein is there in two tablespoons of cod?,NUTRITION_LOOKUP
What is the exact vitamin A in 100g whole milk?,NUTRITION_LOOKUP
How many omega-6 fatty acids calories does almonds have?,NUTRITION_LOOKUP
How much niacin is there in a 3-ounce portion of walnuts?,NUTRITION_LOOKUP
I need the cholesterol count for kidney beans.,NUTRITION_LOOKUP
Is grapes high in fiber?,NUTRITION_LOOKUP
How rich is beef in iron?,NUTRITION_LOOKUP
How rich is quinoa in vitamin B12?,NUTRITION_LOOKUP
Give me the sodium value for one piece of coconut oil.,NUTRITION_LOOKUP
What is the potassium macro for cod?,NUTRITION_LOOKUP
What are the omega-6 fatty acids levels in garlic?,NUTRITION_LOOKUP
What is the sodium breakdown for potatoes?,NUTRITION_LOOKUP
How much zinc is there in a 150g portion of lobster?,NUTRITION_LOOKUP
Is skim milk high in total fat?,NUTRITION_LOOKUP
What is the nutritional value of brown rice in terms of cholesterol?,NUTRITION_LOOKUP
How many niacin calories does tempeh have?,NUTRITION_LOOKUP
How much total fat is there in a handful of of barley?,NUTRITION_LOOKUP
What percentage of daily vitamin D is in cod?,NUTRITION_LOOKUP
How much total fat does sardines contain per serving?,NUTRITION_LOOKUP
What is the exact potassium in a small bowl Greek yogurt?,NUTRITION_LOOKUP
Is brown rice high in calories?,NUTRITION_LOOKUP
How much vitamin A does walnuts contain per serving?,NUTRITION_LOOKUP
Is Greek yogurt high in selenium?,NUTRITION_LOOKUP
How rich is whole milk in cholesterol?,NUTRITION_LOOKUP
How rich is plain yogurt in potassium?,NUTRITION_LOOKUP
What percentage of daily vitamin C is in mango?,NUTRITION_LOOKUP
What is the calories breakdown for pork loin?,NUTRITION_LOOKUP
I need the vitamin A count for celery.,NUTRITION_LOOKUP
What percentage of daily zinc is in pumpkin seeds?,NUTRITION_LOOKUP
How rich is strawberries in vitamin B12?,NUTRITION_LOOKUP
What is the vitamin C content of onions?,NUTRITION_LOOKUP
What is the vitamin C content of bananas?,NUTRITION_LOOKUP
Is oranges high in iron?,NUTRITION_LOOKUP
What is the zinc content of blueberries?,NUTRITION_LOOKUP
How many grams of saturated fat are in oranges?,NUTRITION_LOOKUP
What is the potassium breakdown for duck?,NUTRITION_LOOKUP
What is the total vitamin A per 100 grams of sunflower seeds?,NUTRITION_LOOKUP
I need the phosphorus count for kale.,NUTRITION_LOOKUP
What is the total zinc per a 3-ounce portion of whole milk?,NUTRITION_LOOKUP
Give me the selenium value for two tablespoons of walnuts.,NUTRITION_LOOKUP
How many grams of protein are in shrimp?,NUTRITION_LOOKUP
How rich is cabbage in omega-6 fatty acids?,NUTRITION_LOOKUP
How rich is cucumber in carbohydrates?,NUTRITION_LOOKUP
What is the riboflavin macro for skim milk?,NUTRITION_LOOKUP
Is celery high in folate?,NUTRITION_LOOKUP
What is the total vitamin D per 100g of almonds?,NUTRITION_LOOKUP
How rich is kidney beans in vitamin A?,NUTRITION_LOOKUP
How much niacin is there in a 150g portion of bananas?,NUTRITION_LOOKUP
What percentage of daily total fat is in peaches?,NUTRITION_LOOKUP
How many sugar calories does oranges have?,NUTRITION_LOOKUP
How many grams of iron are in apples?,NUTRITION_LOOKUP
How many riboflavin are in a 3-ounce portion of lobster?,NUTRITION_LOOKUP
Give me the vitamin A value for 100g of almonds.,NUTRITION_LOOKUP
How much potassium does celery contain per serving?,NUTRITION_LOOKUP
Does grapes have a lot of thiamine?,NUTRITION_LOOKUP
How many grams of phosphorus are in walnuts?,NUTRITION_LOOKUP
Is cabbage high in riboflavin?,NUTRITION_LOOKUP
How many iron are in a small bowl of almonds?,NUTRITION_LOOKUP
How many grams of total fat are in bananas?,NUTRITION_LOOKUP
How many grams of fiber are in beets?,NUTRITION_LOOKUP
What is the nutritional value of flaxseeds in terms of omega-6 fatty acids?,NUTRITION_LOOKUP
Give me the sugar value for two tablespoons of kale.,NUTRITION_LOOKUP
What is the vitamin D macro for whole milk?,NUTRITION_LOOKUP
How rich is black beans in fiber?,NUTRITION_LOOKUP
What percentage of daily calories is in tomatoes?,NUTRITION_LOOKUP
How much fiber does tilapia contain per serving?,NUTRITION_LOOKUP
Does cod have a lot of riboflavin?,NUTRITION_LOOKUP
What is the total calcium per one piece of skim milk?,NUTRITION_LOOKUP
What is the selenium macro for green peas?,NUTRITION_LOOKUP
How many iron are in one serving of oats?,NUTRITION_LOOKUP
How much sodium is there in one tablespoon of tofu?,NUTRITION_LOOKUP
What percentage of daily sugar is in tempeh?,NUTRITION_LOOKUP
How rich is zucchini in calcium?,NUTRITION_LOOKUP
What are the carbohydrates levels in tempeh?,NUTRITION_LOOKUP
Give me the total fat value for 100 grams of sunflower seeds.,NUTRITION_LOOKUP
How many folate calories does oranges have?,NUTRITION_LOOKUP
Give me the folate value for a medium portion of whole wheat bread.,NUTRITION_LOOKUP
What is the vitamin C breakdown for watermelon?,NUTRITION_LOOKUP
What is the exact selenium in a handful of peanuts?,NUTRITION_LOOKUP
What is the nutritional value of duck in terms of vitamin D?,NUTRITION_LOOKUP
Does plain yogurt have a lot of fiber?,NUTRITION_LOOKUP
What are the selenium levels in pork loin?,NUTRITION_LOOKUP
Give me the omega-6 fatty acids value for 100g of grapes.,NUTRITION_LOOKUP
How much omega-3 fatty acids is there in a 150g portion of spinach?,NUTRITION_LOOKUP
I need the thiamine count for spinach.,NUTRITION_LOOKUP
What is the vitamin A macro for turkey breast?,NUTRITION_LOOKUP
Does soybeans have a lot of fiber?,NUTRITION_LOOKUP
How rich is grapes in niacin?,NUTRITION_LOOKUP
What is the nutritional value of lobster in terms of phosphorus?,NUTRITION_LOOKUP
What is the exact sugar in half a cup cucumber?,NUTRITION_LOOKUP
What is the total phosphorus per one piece of salmon?,NUTRITION_LOOKUP
I need the saturated fat count for grapes.,NUTRITION_LOOKUP
How many omega-3 fatty acids calories does black beans have?,NUTRITION_LOOKUP
What percentage of daily vitamin D is in whole wheat bread?,NUTRITION_LOOKUP
What is the protein content of mushrooms?,NUTRITION_LOOKUP
How does the potassium in quinoa compare to the daily requirement?,NUTRITION_LOOKUP
What percentage of daily riboflavin is in peaches?,NUTRITION_LOOKUP
Give me the vitamin C value for 100g of broccoli.,NUTRITION_LOOKUP
What is the sugar macro for watermelon?,NUTRITION_LOOKUP
What are the cholesterol levels in peaches?,NUTRITION_LOOKUP
How does the phosphorus in barley compare to the daily requirement?,NUTRITION_LOOKUP
Give me the protein value for one ounce of beef.,NUTRITION_LOOKUP
Does kidney beans have a lot of magnesium?,NUTRITION_LOOKUP
How many vitamin D are in 100 grams of plain yogurt?,NUTRITION_LOOKUP
I need the phosphorus count for cucumber.,NUTRITION_LOOKUP
What is the exact cholesterol in a 3-ounce portion peanuts?,NUTRITION_LOOKUP
I need the saturated fat count for almond butter.,NUTRITION_LOOKUP
What is the total vitamin C per one tablespoon of watermelon?,NUTRITION_LOOKUP
What is the sugar macro for sunflower seeds?,NUTRITION_LOOKUP
What is the vitamin D macro for shrimp?,NUTRITION_LOOKUP
What percentage of daily total fat is in pineapple?,NUTRITION_LOOKUP
What are the saturated fat levels in quinoa?,NUTRITION_LOOKUP
How many riboflavin are in one serving of kiwi?,NUTRITION_LOOKUP
How many thiamine are in a medium portion of duck?,NUTRITION_LOOKUP
Is black beans high in protein?,NUTRITION_LOOKUP
How does the fiber in peanut butter compare to the daily requirement?,NUTRITION_LOOKUP
How many grams of omega-3 fatty acids are in whole wheat bread?,NUTRITION_LOOKUP
How many vitamin B12 are in two tablespoons of tilapia?,NUTRITION_LOOKUP
How many grams of carbohydrates are in sweet potatoes?,NUTRITION_LOOKUP
What are the total fat levels in pork loin?,NUTRITION_LOOKUP
What is the phosphorus breakdown for whole wheat bread?,NUTRITION_LOOKUP
Give me the niacin value for a small bowl of peanut butter.,NUTRITION_LOOKUP
What is the total carbohydrates per a handful of of salmon?,NUTRITION_LOOKUP
What are the calcium levels in peaches?,NUTRITION_LOOKUP
I need the cholesterol count for soybeans.,NUTRITION_LOOKUP
Is apples high in phosphorus?,NUTRITION_LOOKUP
Does strawberries have a lot of riboflavin?,NUTRITION_LOOKUP
How much potassium is there in a 150g portion of mango?,NUTRITION_LOOKUP
What is the vitamin B12 breakdown for cashews?,NUTRITION_LOOKUP
How many omega-6 fatty acids are in one tablespoon of pasta?,NUTRITION_LOOKUP
How many grams of protein are in sunflower seeds?,NUTRITION_LOOKUP
Is beets high in zinc?,NUTRITION_LOOKUP
I need the calcium count for coconut oil.,NUTRITION_LOOKUP
How many grams of fiber are in almonds?,NUTRITION_LOOKUP
What is the total phosphorus per 100 grams of avocado?,NUTRITION_LOOKUP
How does the iron in spinach compare to the daily requirement?,NUTRITION_LOOKUP
Does almonds have a lot of vitamin D?,NUTRITION_LOOKUP
What is the magnesium macro for sweet potatoes?,NUTRITION_LOOKUP
Give me the vitamin D value for 100 grams of edamame.,NUTRITION_LOOKUP
What is the exact riboflavin in one cup skim milk?,NUTRITION_LOOKUP
How much magnesium is there in two tablespoons of lentils?,NUTRITION_LOOKUP
How many grams of phosphorus are in almonds?,NUTRITION_LOOKUP
What is the omega-3 fatty acids content of sardines?,NUTRITION_LOOKUP
What is the nutritional value of cod in terms of potassium?,NUTRITION_LOOKUP
How does the saturated fat in bananas compare to the daily requirement?,NUTRITION_LOOKUP
How rich is avocado in carbohydrates?,NUTRITION_LOOKUP
What is the total vitamin A per a handful of of shrimp?,NUTRITION_LOOKUP
Can you tell me the calories in one serving of lentils?,NUTRITION_LOOKUP
How much omega-3 fatty acids does mango contain per serving?,NUTRITION_LOOKUP
I need the magnesium count for cod.,NUTRITION_LOOKUP
How much omega-6 fatty acids is there in one serving of sunflower seeds?,NUTRITION_LOOKUP
What is the nutritional value of turkey breast in terms of vitamin C?,NUTRITION_LOOKUP
How many grams of vitamin A are in walnuts?,NUTRITION_LOOKUP
How many saturated fat are in half a cup of almond butter?,NUTRITION_LOOKUP
How much sugar is there in one cup of almonds?,NUTRITION_LOOKUP
How many calories calories does flaxseeds have?,NUTRITION_LOOKUP
What is the nutritional value of plain yogurt in terms of total fat?,NUTRITION_LOOKUP
What is the nutritional value of duck in terms of niacin?,NUTRITION_LOOKUP
What is the total potassium per 200 calories worth of coconut oil?,NUTRITION_LOOKUP
What is the exact magnesium in a 150g portion edamame?,NUTRITION_LOOKUP
How does the cholesterol in cheddar cheese compare to the daily requirement?,NUTRITION_LOOKUP
How rich is eggs in calories?,NUTRITION_LOOKUP
How many grams of potassium are in sweet potatoes?,NUTRITION_LOOKUP
Give me the vitamin B12 value for a medium portion of eggs.,NUTRITION_LOOKUP
How many vitamin A calories does onions have?,NUTRITION_LOOKUP
How much vitamin A does salmon contain per serving?,NUTRITION_LOOKUP
What is the nutritional value of kale in terms of carbohydrates?,NUTRITION_LOOKUP
Does tuna have a lot of thiamine?,NUTRITION_LOOKUP
Can you tell me the protein in one serving of bananas?,NUTRITION_LOOKUP
How much sugar does chia seeds contain per serving?,NUTRITION_LOOKUP
I need the protein count for olive oil.,NUTRITION_LOOKUP
Is potatoes high in thiamine?,NUTRITION_LOOKUP
I need the cholesterol count for mozzarella.,NUTRITION_LOOKUP
Is plain yogurt high in selenium?,NUTRITION_LOOKUP
What percentage of daily vitamin D is in oats?,NUTRITION_LOOKUP
How many saturated fat are in one cup of skim milk?,NUTRITION_LOOKUP
What are the protein levels in cottage cheese?,NUTRITION_LOOKUP
What is the total omega-6 fatty acids per half a cup of cucumber?,NUTRITION_LOOKUP
How rich is lamb in carbohydrates?,NUTRITION_LOOKUP
What is the vitamin B12 content of tempeh?,NUTRITION_LOOKUP
Is turkey breast high in carbohydrates?,NUTRITION_LOOKUP
What is the carbohydrates breakdown for apples?,NUTRITION_LOOKUP
Give me the iron value for a small bowl of chia seeds.,NUTRITION_LOOKUP
Can you tell me the selenium in a 150g portion of bell peppers?,NUTRITION_LOOKUP
What are the total fat levels in garlic?,NUTRITION_LOOKUP
What are the total fat levels in mushrooms?,NUTRITION_LOOKUP
What is the total cholesterol per half a cup of watermelon?,NUTRITION_LOOKUP
What are the vitamin B12 levels in chia seeds?,NUTRITION_LOOKUP
How many cholesterol calories does whole wheat bread have?,NUTRITION_LOOKUP
How much magnesium is there in 100g of eggs?,NUTRITION_LOOKUP
How many potassium are in a small bowl of duck?,NUTRITION_LOOKUP
What is the vitamin A breakdown for apples?,NUTRITION_LOOKUP
How rich is soybeans in sugar?,NUTRITION_LOOKUP
How much potassium is there in a handful of of tilapia?,NUTRITION_LOOKUP
Can you tell me the calcium in two tablespoons of sardines?,NUTRITION_LOOKUP
What is the omega-6 fatty acids macro for tofu?,NUTRITION_LOOKUP
How many folate are in one tablespoon of dark chocolate?,NUTRITION_LOOKUP
What is the calories content of soybeans?,NUTRITION_LOOKUP
How many grams of potassium are in cashews?,NUTRITION_LOOKUP
I need the calcium count for barley.,NUTRITION_LOOKUP
I need the vitamin B12 count for coconut oil.,NUTRITION_LOOKUP
What is the nutritional value of chicken breast in terms of fiber?,NUTRITION_LOOKUP
How many selenium calories does sweet potatoes have?,NUTRITION_LOOKUP
What is the total phosphorus per one ounce of chickpeas?,NUTRITION_LOOKUP
How much omega-6 fatty acids does celery contain per serving?,NUTRITION_LOOKUP
What is the exact vitamin D in one ounce pineapple?,NUTRITION_LOOKUP
What is the total vitamin C per 200 calories worth of Greek yogurt?,NUTRITION_LOOKUP
How many phosphorus calories does kale have?,NUTRITION_LOOKUP
