question,intent_label
How much protein is there in two tablespoons of cod?,NUTRITION_LOOKUP
What is the best diet for controlling acid reflux?,HEALTH_ADVICE
Which foods are beneficial for people with polycystic ovary syndrome?,HEALTH_ADVICE
Is the potassium content of almond butter beneficial or harmful for type 1 diabetes?,BOTH
How does eating kiwi affect cardiovascular disease given its high sugar content?,BOTH
What snacks are suitable for someone with gout?,HEALTH_ADVICE
How does eating kidney beans affect gout given its high calories content?,BOTH
Does zucchini have a lot of zinc?,NUTRITION_LOOKUP
What role does the vitamin B12 in beets play for people with iron-deficiency anemia?,BOTH
What are the magnesium levels in mango?,NUTRITION_LOOKUP
Should I avoid cottage cheese if I have hypertension?,HEALTH_ADVICE
What foods help reduce symptoms of hypothyroidism?,HEALTH_ADVICE
Give me the niacin value for a small bowl of peanut butter.,NUTRITION_LOOKUP
How much omega-3 fatty acids is there in two tablespoons of chia seeds?,NUTRITION_LOOKUP
Can eating cheddar cheese help with celiac disease?,HEALTH_ADVICE
How many grams of vitamin A are in walnuts?,NUTRITION_LOOKUP
What makes mango suitable or unsuitable for arthritis based on its niacin?,BOTH
Should someone with high cholesterol limit dairy intake?,HEALTH_ADVICE
What is the thiamine breakdown for almonds?,NUTRITION_LOOKUP
Should someone with high blood pressure limit dairy intake?,HEALTH_ADVICE
Is one tablespoon of garlic too much omega-6 fatty acids for a acid reflux patient?,BOTH
How much vitamin B12 is in a 3-ounce portion of bell peppers and is that good for kidney disease?,BOTH
What eating habits help manage gestational diabetes?,HEALTH_ADVICE
What should I eat if I have anxiety?,HEALTH_ADVICE
Give me the folate value for a 150g portion of crab.,NUTRITION_LOOKUP
Is it safe to eat mozzarella with gout?,HEALTH_ADVICE
What fruits are safe for type 1 diabetes patients?,HEALTH_ADVICE
How should someone with anemia adjust their diet?,HEALTH_ADVICE
Is plain yogurt good for gout? How much zinc does it contain?,BOTH
Can eating grapes help with anemia?,HEALTH_ADVICE
How does the vitamin A in avocado compare to the daily requirement?,NUTRITION_LOOKUP
What foods should people with hypothyroidism avoid?,HEALTH_ADVICE
Does onions have enough vitamin C to help with low blood pressure?,BOTH
What eating habits help manage arthritis?,HEALTH_ADVICE
How many omega-6 fatty acids are in one tablespoon of pasta?,NUTRITION_LOOKUP
"For anxiety management, how much mozzarella can I eat given its protein content?",BOTH
How much magnesium is there in 100g of cod?,NUTRITION_LOOKUP
Give me the thiamine value for a 3-ounce portion of watermelon.,NUTRITION_LOOKUP
What percentage of daily sodium is in avocado?,NUTRITION_LOOKUP
Is 100g of peanuts too much saturated fat for a fatty liver disease patient?,BOTH
Can you tell me the selenium in a 150g portion of bell peppers?,NUTRITION_LOOKUP
Is whole milk good for diabetes? How much vitamin B12 does it contain?,BOTH
What proteins are best for a person with high cholesterol?,HEALTH_ADVICE
What is the riboflavin macro for skim milk?,NUTRITION_LOOKUP
"For diabetes management, how much skim milk can I eat given its omega-3 fatty acids content?",BOTH
What eating habits help manage anxiety?,HEALTH_ADVICE
What foods should people with gastritis avoid?,HEALTH_ADVICE
Should I avoid lamb if I have fatty liver disease?,HEALTH_ADVICE
How does bananas's omega-3 fatty acids level relate to inflammatory bowel disease?,BOTH
I need the calcium count for coconut oil.,NUTRITION_LOOKUP
Is a low-carb diet good for rheumatoid arthritis?,HEALTH_ADVICE
Is pork loin a good source of sodium for people with acid reflux?,BOTH
What makes kiwi suitable or unsuitable for gluten intolerance based on its zinc?,BOTH
Is the calories content of asparagus beneficial or harmful for lactose intolerance?,BOTH
How many vitamin D are in 100 grams of plain yogurt?,NUTRITION_LOOKUP
Give me the magnesium value for a handful of of green peas.,NUTRITION_LOOKUP
What role does the fiber in beef play for people with gout?,BOTH
Is spinach recommended or not recommended for lactose intolerance?,HEALTH_ADVICE
Are there foods that worsen lactose intolerance?,HEALTH_ADVICE
How much sugar is in a handful of of eggs and is that good for hypertension?,BOTH
Is plain yogurt recommended for diabetes? What is its protein content per serving?,BOTH
Is one cup of sweet potatoes too much cholesterol for a osteoporosis patient?,BOTH
What is the calories breakdown for cheddar cheese?,NUTRITION_LOOKUP
What should I eat if I have gastritis?,HEALTH_ADVICE
Is cheddar cheese recommended for metabolic syndrome? What is its niacin content per serving?,BOTH
How many grams of vitamin B12 are in turkey breast?,NUTRITION_LOOKUP
Is the sodium content of cashews beneficial or harmful for low blood pressure?,BOTH
Can eating coconut oil help with anemia?,HEALTH_ADVICE
How many total fat are in walnuts and is it safe for iron-deficiency anemia?,BOTH
What proteins are best for a person with depression?,HEALTH_ADVICE
Is one piece of apples too much vitamin B12 for a heart disease patient?,BOTH
Give me the vitamin B12 value for a medium portion of eggs.,NUTRITION_LOOKUP
Can the protein in olive oil benefit cardiovascular disease patients?,BOTH
What is the nutritional value of strawberries in terms of fiber?,NUTRITION_LOOKUP
Can eating edamame help with celiac disease?,HEALTH_ADVICE
How does grapes's vitamin A level relate to heart disease?,BOTH
What role does the vitamin B12 in potatoes play for people with high blood pressure?,BOTH
What is the nutritional value of turkey breast in terms of vitamin C?,NUTRITION_LOOKUP
Is one cup of cheddar cheese too much niacin for a metabolic syndrome patient?,BOTH
Can osteoporosis patients eat blueberries? What is the calories content?,BOTH
Should I avoid asparagus if I have rheumatoid arthritis?,HEALTH_ADVICE
What is a healthy diet for someone with hypothyroidism?,HEALTH_ADVICE
Can the vitamin D in bananas benefit hyperthyroidism patients?,BOTH
How much omega-3 fatty acids is there in one serving of green peas?,NUTRITION_LOOKUP
How should someone with type 2 diabetes adjust their diet?,HEALTH_ADVICE
Is one ounce of peanut butter too much niacin for a chronic kidney disease patient?,BOTH
Is pinto beans a good source of niacin for people with coronary artery disease?,BOTH
How many grams of phosphorus are in almonds?,NUTRITION_LOOKUP
"For elevated LDL cholesterol management, how much bell peppers can I eat given its calories content?",BOTH
How much omega-6 fatty acids is there in one serving of sunflower seeds?,NUTRITION_LOOKUP
What is a healthy diet for someone with polycystic ovary syndrome?,HEALTH_ADVICE
Is oranges high in iron?,NUTRITION_LOOKUP
Does chicken breast have enough selenium to help with diabetes?,BOTH
How does diet affect heart disease?,HEALTH_ADVICE
Does pumpkin seeds have enough total fat to help with low blood pressure?,BOTH
What percentage of daily magnesium is in barley?,NUTRITION_LOOKUP
Which foods are beneficial for people with GERD?,HEALTH_ADVICE
Can the total fat in kale benefit hypothyroidism patients?,BOTH
What is the best diet for controlling type 2 diabetes?,HEALTH_ADVICE
What is the nutritional value of mango in terms of thiamine?,NUTRITION_LOOKUP
What foods should people with lactose intolerance avoid?,HEALTH_ADVICE
What should I eat if I have insomnia?,HEALTH_ADVICE
How does cauliflower's cholesterol level relate to GERD?,BOTH
Should someone with heart disease limit dairy intake?,HEALTH_ADVICE
What eating habits help manage heart disease?,HEALTH_ADVICE
What is the nutritional value of lentils in terms of magnesium?,NUTRITION_LOOKUP
What is the exact folate in half a cup cottage cheese?,NUTRITION_LOOKUP
Can you tell me the folate in 100 grams of tilapia?,NUTRITION_LOOKUP
What percentage of daily vitamin D is in whole wheat bread?,NUTRITION_LOOKUP
Best foods for managing type 1 diabetes?,HEALTH_ADVICE
Which foods are beneficial for people with type 1 diabetes?,HEALTH_ADVICE
Is a low-carb diet good for gestational diabetes?,HEALTH_ADVICE
Is tempeh recommended or not recommended for depression?,HEALTH_ADVICE
Give me the protein value for one tablespoon of celery.,NUTRITION_LOOKUP
How many grams of saturated fat are in soybeans?,NUTRITION_LOOKUP
What is the fiber in potatoes and is it good for chronic kidney disease?,BOTH
Should I avoid lobster if I have insomnia?,HEALTH_ADVICE
How does pasta's magnesium level relate to anemia?,BOTH
What fruits are safe for gastritis patients?,HEALTH_ADVICE
How many vitamin B12 are in tomatoes and is it safe for polycystic ovary syndrome?,BOTH
Can kidney disease patients eat potatoes? What is the omega-6 fatty acids content?,BOTH
How does pumpkin seeds's sodium level relate to metabolic syndrome?,BOTH
Can eating blueberries help with type 1 diabetes?,HEALTH_ADVICE
Is the zinc content of sweet potatoes beneficial or harmful for high blood pressure?,BOTH
How does pineapple's niacin level relate to hyperthyroidism?,BOTH
Is it safe to eat pineapple with celiac disease?,HEALTH_ADVICE
Is black beans high in protein?,NUTRITION_LOOKUP
Can eating green peas help with gluten intolerance?,HEALTH_ADVICE
Is the vitamin D level in celery appropriate for someone with arthritis?,BOTH
Is black beans a good source of niacin for people with obesity?,BOTH
What is the riboflavin breakdown for crab?,NUTRITION_LOOKUP
Is crab high in riboflavin and beneficial for chronic kidney disease?,BOTH
What is the exact vitamin D in one ounce pineapple?,NUTRITION_LOOKUP
Are grains good for someone with heart disease?,HEALTH_ADVICE
Should I avoid kale if I have iron-deficiency anemia?,HEALTH_ADVICE
What is a healthy diet for someone with elevated LDL cholesterol?,HEALTH_ADVICE
Should I avoid flaxseeds if I have low blood pressure?,HEALTH_ADVICE
How should someone with type 1 diabetes adjust their diet?,HEALTH_ADVICE
Can osteoporosis patients eat cashews? What is the zinc content?,BOTH
Best foods for managing metabolic syndrome?,HEALTH_ADVICE
How should someone with celiac disease adjust their diet?,HEALTH_ADVICE
Is the vitamin D content of Greek yogurt beneficial or harmful for gluten intolerance?,BOTH
Is plain yogurt recommended for gestational diabetes? What is its cholesterol content per serving?,BOTH
What is the total fat breakdown for whole milk?,NUTRITION_LOOKUP
What is the total carbohydrates per a handful of of salmon?,NUTRITION_LOOKUP
I need the calories count for peanuts.,NUTRITION_LOOKUP
How does diet affect high cholesterol?,HEALTH_ADVICE
What is the vitamin C content of bananas?,NUTRITION_LOOKUP
What vegetables are recommended for polycystic ovary syndrome?,HEALTH_ADVICE
What is the carbohydrates in grapes and is it good for type 1 diabetes?,BOTH
Is brown rice recommended or not recommended for kidney disease?,HEALTH_ADVICE
What percentage of daily total fat is in pineapple?,NUTRITION_LOOKUP
Can chickpeas help control depression because of its vitamin B12?,BOTH
Diet recommendations for cardiovascular disease patients?,HEALTH_ADVICE
Is almonds recommended or not recommended for gout attacks?,HEALTH_ADVICE
Should I avoid lamb if I have inflammatory bowel disease?,HEALTH_ADVICE
Is brown rice high in iron?,NUTRITION_LOOKUP
Does whole wheat bread have a lot of vitamin C?,NUTRITION_LOOKUP
What role does the fiber in mushrooms play for people with low blood pressure?,BOTH
What is the vitamin C breakdown for sardines?,NUTRITION_LOOKUP
What makes grapes suitable or unsuitable for elevated LDL cholesterol based on its zinc?,BOTH
Is bananas recommended for fatty liver disease? What is its zinc content per serving?,BOTH
How does white bread's selenium level relate to gastritis?,BOTH
Should I avoid edamame if I have kidney disease?,HEALTH_ADVICE
Is the omega-3 fatty acids level in kiwi appropriate for someone with polycystic ovary syndrome?,BOTH
How much vitamin D is there in 200 calories worth of oranges?,NUTRITION_LOOKUP
How much omega-6 fatty acids does celery contain per serving?,NUTRITION_LOOKUP
How much selenium is there in a 150g portion of lobster?,NUTRITION_LOOKUP
Can the niacin in oats benefit osteoporosis patients?,BOTH
Is duck high in magnesium?,NUTRITION_LOOKUP
Can metabolic syndrome patients eat walnuts? What is the folate content?,BOTH
What is the total protein per a small bowl of whole milk?,NUTRITION_LOOKUP
Is sunflower seeds high in saturated fat and beneficial for obesity?,BOTH
Can people with elevated LDL cholesterol eat tilapia?,HEALTH_ADVICE
What makes quinoa suitable or unsuitable for hyperthyroidism based on its zinc?,BOTH
Is mushrooms high in omega-3 fatty acids?,NUTRITION_LOOKUP
Give me the selenium value for two tablespoons of walnuts.,NUTRITION_LOOKUP
Can you tell me the saturated fat in a 150g portion of cauliflower?,NUTRITION_LOOKUP
How many grams of protein are in shrimp?,NUTRITION_LOOKUP
Are there foods that worsen hypothyroidism?,HEALTH_ADVICE
What fruits are safe for celiac disease patients?,HEALTH_ADVICE
How much calcium is in a handful of of carrots and is that good for type 1 diabetes?,BOTH
What is the fiber in pinto beans and is it good for cardiovascular disease?,BOTH
What makes lobster suitable or unsuitable for gout based on its calcium?,BOTH
How many vitamin A calories does onions have?,NUTRITION_LOOKUP
What is the total saturated fat per half a cup of peanuts?,NUTRITION_LOOKUP
Are there foods that worsen gestational diabetes?,HEALTH_ADVICE
Is celery high in folate and beneficial for hyperthyroidism?,BOTH
What is the vitamin B12 content of cabbage?,NUTRITION_LOOKUP
Does celery have a lot of vitamin C?,NUTRITION_LOOKUP
Are there foods that worsen gout attacks?,HEALTH_ADVICE
How rich is grapes in niacin?,NUTRITION_LOOKUP
What is the total phosphorus per one ounce of chickpeas?,NUTRITION_LOOKUP
Is mushrooms recommended or not recommended for hyperthyroidism?,HEALTH_ADVICE
Is plain yogurt recommended for kidney disease? What is its sugar content per serving?,BOTH
Can people with osteoporosis eat quinoa?,HEALTH_ADVICE
What percentage of daily saturated fat is in Greek yogurt?,NUTRITION_LOOKUP
What is the exact omega-3 fatty acids in a handful of quinoa?,NUTRITION_LOOKUP
How much fiber is there in one cup of oats?,NUTRITION_LOOKUP
Is the vitamin B12 level in garlic appropriate for someone with PCOS?,BOTH
What is the omega-3 fatty acids breakdown for kiwi?,NUTRITION_LOOKUP
How much omega-3 fatty acids is there in 100 grams of garlic?,NUTRITION_LOOKUP
How does diet affect GERD?,HEALTH_ADVICE
How should someone with arthritis adjust their diet?,HEALTH_ADVICE
Is skim milk a good source of vitamin C for people with gout?,BOTH
Is sweet potatoes good for depression? How much protein does it contain?,BOTH
Is a low-carb diet good for PCOS?,HEALTH_ADVICE
What are the sugar levels in carrots?,NUTRITION_LOOKUP
How rich is soybeans in sugar?,NUTRITION_LOOKUP
Should someone with hypothyroidism limit dairy intake?,HEALTH_ADVICE
Is duck a good source of vitamin A for people with iron-deficiency anemia?,BOTH
How much phosphorus is in a small bowl of kale and is that good for celiac disease?,BOTH
What foods should people with acid reflux avoid?,HEALTH_ADVICE
What fruits are safe for lactose intolerance patients?,HEALTH_ADVICE
I need the cholesterol count for kidney beans.,NUTRITION_LOOKUP
How many selenium are in pasta and is it safe for type 1 diabetes?,BOTH
Is cod high in vitamin B12 and beneficial for anxiety?,BOTH
What eating habits help manage elevated LDL cholesterol?,HEALTH_ADVICE
What is the thiamine macro for coconut oil?,NUTRITION_LOOKUP
How many carbohydrates calories does edamame have?,NUTRITION_LOOKUP
Should I avoid Greek yogurt if I have fatty liver disease?,HEALTH_ADVICE
How does eating cod affect lactose intolerance given its high magnesium content?,BOTH
How many vitamin B12 are in two tablespoons of tilapia?,NUTRITION_LOOKUP
Does sweet potatoes have enough fiber to help with coronary artery disease?,BOTH
"For heart disease management, how much grapes can I eat given its vitamin C content?",BOTH
Is 100 grams of black beans too much thiamine for a insomnia patient?,BOTH
What is the cholesterol breakdown for peanuts?,NUTRITION_LOOKUP
Which foods are beneficial for people with lactose intolerance?,HEALTH_ADVICE
What percentage of daily calories is in tomatoes?,NUTRITION_LOOKUP
Best foods for managing fatty liver disease?,HEALTH_ADVICE
How many grams of carbohydrates are in sweet potatoes?,NUTRITION_LOOKUP
What percentage of daily vitamin C is in mango?,NUTRITION_LOOKUP
Is shrimp good for gastritis? How much omega-6 fatty acids does it contain?,BOTH
Should I avoid spinach if I have fatty liver disease?,HEALTH_ADVICE
I need the vitamin D count for salmon.,NUTRITION_LOOKUP
Give me the phosphorus value for a 3-ounce portion of tuna.,NUTRITION_LOOKUP
What snacks are suitable for someone with gluten intolerance?,HEALTH_ADVICE
How many cholesterol calories does zucchini have?,NUTRITION_LOOKUP
Can people with anxiety eat white bread?,HEALTH_ADVICE
Does lobster have enough vitamin B12 to help with gout?,BOTH
Are there foods that worsen elevated LDL cholesterol?,HEALTH_ADVICE
What is the omega-3 fatty acids breakdown for celery?,NUTRITION_LOOKUP
What is the nutritional value of plain yogurt in terms of total fat?,NUTRITION_LOOKUP
What is the exact selenium in one cup almonds?,NUTRITION_LOOKUP
Can avocado help control gestational diabetes because of its vitamin D?,BOTH
Is one tablespoon of peanuts too much sodium for a cardiovascular disease patient?,BOTH
Is the riboflavin content of onions beneficial or harmful for rheumatoid arthritis?,BOTH
I need the saturated fat count for cabbage.,NUTRITION_LOOKUP
How many potassium calories does oats have?,NUTRITION_LOOKUP
Should I avoid asparagus if I have depression?,HEALTH_ADVICE
Can flaxseeds help control arthritis because of its vitamin A?,BOTH
Can eating kiwi help with elevated LDL cholesterol?,HEALTH_ADVICE
What foods help reduce symptoms of obesity?,HEALTH_ADVICE
Is mushrooms recommended for osteoporosis? What is its magnesium content per serving?,BOTH
What vegetables are recommended for hyperthyroidism?,HEALTH_ADVICE
What is the best diet for controlling insomnia?,HEALTH_ADVICE
Is one tablespoon of duck too much magnesium for a gastritis patient?,BOTH
Is it safe to eat cottage cheese with high cholesterol?,HEALTH_ADVICE
Should I avoid plain yogurt if I have PCOS?,HEALTH_ADVICE
I need the fiber count for lobster.,NUTRITION_LOOKUP
What vegetables are recommended for hypothyroidism?,HEALTH_ADVICE
Can you tell me the calcium in two tablespoons of sardines?,NUTRITION_LOOKUP
I need the folate count for turkey breast.,NUTRITION_LOOKUP
Is a low-carb diet good for type 1 diabetes?,HEALTH_ADVICE
Are grains good for someone with insomnia?,HEALTH_ADVICE
Is a low-carb diet good for hypertension?,HEALTH_ADVICE
How does diet affect hypertension?,HEALTH_ADVICE
Does blueberries have a lot of thiamine?,NUTRITION_LOOKUP
I need the vitamin C count for skim milk.,NUTRITION_LOOKUP
Does cod have a lot of riboflavin?,NUTRITION_LOOKUP
Should someone with PCOS limit dairy intake?,HEALTH_ADVICE
How much selenium is in a small bowl of kale and is that good for cardiovascular disease?,BOTH
Are there foods that worsen anxiety?,HEALTH_ADVICE
"For gluten intolerance management, how much pinto beans can I eat given its protein content?",BOTH
How much total fat does whole wheat bread contain per serving?,NUTRITION_LOOKUP
Is one tablespoon of lentils too much riboflavin for a chronic kidney disease patient?,BOTH
Is pumpkin seeds high in phosphorus and beneficial for hypertension?,BOTH
Is blueberries recommended or not recommended for hypertension?,HEALTH_ADVICE
What should I eat if I have metabolic syndrome?,HEALTH_ADVICE
Is chicken breast high in protein and beneficial for hypothyroidism?,BOTH
What makes kale suitable or unsuitable for anemia based on its potassium?,BOTH
I need the vitamin A count for sweet potatoes.,NUTRITION_LOOKUP
How much calcium does potatoes contain per serving?,NUTRITION_LOOKUP
How much saturated fat is there in a 3-ounce portion of skim milk?,NUTRITION_LOOKUP
What role does the vitamin C in sardines play for people with low blood pressure?,BOTH
How much magnesium is there in 100g of eggs?,NUTRITION_LOOKUP
Can people with low blood pressure eat duck?,HEALTH_ADVICE
Is lentils a good source of cholesterol for people with heart disease?,BOTH
Is kiwi good for heart disease? How much vitamin A does it contain?,BOTH
Is strawberries high in vitamin D?,NUTRITION_LOOKUP
Does Greek yogurt have enough riboflavin to help with celiac disease?,BOTH
Can eating cottage cheese help with diabetes?,HEALTH_ADVICE
What percentage of daily sugar is in tempeh?,NUTRITION_LOOKUP
What is the nutritional value of tofu in terms of vitamin A?,NUTRITION_LOOKUP
Can the saturated fat in tofu benefit iron-deficiency anemia patients?,BOTH
Is whole wheat bread a good source of vitamin C for people with elevated LDL cholesterol?,BOTH
"For metabolic syndrome management, how much peanut butter can I eat given its vitamin C content?",BOTH
What is the calories breakdown for pork loin?,NUTRITION_LOOKUP
What are the calcium levels in onions?,NUTRITION_LOOKUP
What is the carbohydrates macro for green peas?,NUTRITION_LOOKUP
How many grams of phosphorus are in mozzarella?,NUTRITION_LOOKUP
Is lobster high in omega-6 fatty acids and beneficial for low blood pressure?,BOTH
Is it safe to eat beef with high blood pressure?,HEALTH_ADVICE
How does eating edamame affect cardiovascular disease given its high magnesium content?,BOTH
Is a low-carb diet good for low blood pressure?,HEALTH_ADVICE
Best foods for managing coronary artery disease?,HEALTH_ADVICE
What is a healthy diet for someone with lactose intolerance?,HEALTH_ADVICE
What are the total fat levels in mushrooms?,NUTRITION_LOOKUP
Best foods for managing gestational diabetes?,HEALTH_ADVICE
What eating habits help manage gluten intolerance?,HEALTH_ADVICE
Can people with high cholesterol eat green peas?,HEALTH_ADVICE
I need the vitamin B12 count for coconut oil.,NUTRITION_LOOKUP
Should I avoid tofu if I have gestational diabetes?,HEALTH_ADVICE
What proteins are best for a person with gestational diabetes?,HEALTH_ADVICE
What is the carbohydrates macro for chicken breast?,NUTRITION_LOOKUP
Best foods for managing obesity?,HEALTH_ADVICE
What is the niacin in duck and is it good for obesity?,BOTH
Best foods for managing elevated LDL cholesterol?,HEALTH_ADVICE
"For diabetes management, how much white bread can I eat given its sugar content?",BOTH
What role does the carbohydrates in bananas play for people with type 2 diabetes?,BOTH
What is the total phosphorus per 100 grams of avocado?,NUTRITION_LOOKUP
Can salmon help control celiac disease because of its phosphorus?,BOTH
How much riboflavin is there in one serving of kiwi?,NUTRITION_LOOKUP
Are grains good for someone with cardiovascular disease?,HEALTH_ADVICE
Is barley high in vitamin C and beneficial for acid reflux?,BOTH
Should someone with hyperthyroidism limit dairy intake?,HEALTH_ADVICE
"For depression management, how much black beans can I eat given its omega-3 fatty acids content?",BOTH
What is the thiamine macro for onions?,NUTRITION_LOOKUP
Is mozzarella high in cholesterol?,NUTRITION_LOOKUP
Does lobster have a lot of calories?,NUTRITION_LOOKUP
What role does the phosphorus in mozzarella play for people with heart disease?,BOTH
Can gestational diabetes patients eat duck? What is the carbohydrates content?,BOTH
How many grams of protein are in Greek yogurt?,NUTRITION_LOOKUP
What makes plain yogurt suitable or unsuitable for depression based on its thiamine?,BOTH
What is the thiamine in bananas and is it good for anxiety?,BOTH
Is the carbohydrates level in shrimp appropriate for someone with gluten intolerance?,BOTH
Which foods are beneficial for people with PCOS?,HEALTH_ADVICE
What fruits are safe for hypertension patients?,HEALTH_ADVICE
Is turkey breast recommended or not recommended for insomnia?,HEALTH_ADVICE
What dietary changes help with PCOS?,HEALTH_ADVICE
How does the omega-3 fatty acids in chickpeas compare to the daily requirement?,NUTRITION_LOOKUP
How much phosphorus is there in 200 calories worth of grapes?,NUTRITION_LOOKUP
Should someone with hyperthyroidism eat pinto beans given its sugar content?,BOTH
Are there foods that worsen coronary artery disease?,HEALTH_ADVICE
What foods should people with kidney disease avoid?,HEALTH_ADVICE
Give me the thiamine value for 100 grams of mushrooms.,NUTRITION_LOOKUP
What vegetables are recommended for elevated LDL cholesterol?,HEALTH_ADVICE
Is peanut butter recommended or not recommended for polycystic ovary syndrome?,HEALTH_ADVICE
Is spinach high in carbohydrates and beneficial for arthritis?,BOTH
Is one piece of brown rice too much magnesium for a acid reflux patient?,BOTH
Give me the selenium value for 200 calories worth of kidney beans.,NUTRITION_LOOKUP
What is the exact fiber in one piece kidney beans?,NUTRITION_LOOKUP
Is one cup of garlic too much riboflavin for a metabolic syndrome patient?,BOTH
Can the cholesterol in pumpkin seeds benefit hyperthyroidism patients?,BOTH
How does eating Greek yogurt affect arthritis given its high niacin content?,BOTH
Is the saturated fat level in carrots appropriate for someone with irritable bowel syndrome?,BOTH
What fruits are safe for iron-deficiency anemia patients?,HEALTH_ADVICE
What is a healthy diet for someone with low blood pressure?,HEALTH_ADVICE
How does eating beef affect inflammatory bowel disease given its high vitamin C content?,BOTH
What should I eat if I have arthritis?,HEALTH_ADVICE
Should someone with hypothyroidism eat chickpeas given its vitamin B12 content?,BOTH
Should someone with gestational diabetes eat sweet potatoes given its omega-3 fatty acids content?,BOTH
How rich is cottage cheese in vitamin B12?,NUTRITION_LOOKUP
What should I eat if I have type 2 diabetes?,HEALTH_ADVICE
How much sodium does skim milk contain per serving?,NUTRITION_LOOKUP
Is pineapple a good source of vitamin D for people with metabolic syndrome?,BOTH
How many omega-6 fatty acids are in broccoli and is it safe for arthritis?,BOTH
Is tuna high in sodium and beneficial for gout attacks?,BOTH
What is the protein macro for tuna?,NUTRITION_LOOKUP
How does eating peanuts affect irritable bowel syndrome given its high total fat content?,BOTH
How rich is kidney beans in vitamin A?,NUTRITION_LOOKUP
What proteins are best for a person with diabetes?,HEALTH_ADVICE
How many vitamin D calories does tofu have?,NUTRITION_LOOKUP
Is 200 calories worth of lobster too much saturated fat for a chronic kidney disease patient?,BOTH
How much sugar is in 100 grams of dark chocolate and is that good for PCOS?,BOTH
How many sugar are in cauliflower and is it safe for GERD?,BOTH
How does eating cucumber affect coronary artery disease given its high omega-6 fatty acids content?,BOTH
What eating habits help manage anemia?,HEALTH_ADVICE
What foods should people with obesity avoid?,HEALTH_ADVICE
Is the total fat content of tomatoes beneficial or harmful for GERD?,BOTH
Should someone with celiac disease eat mozzarella given its vitamin B12 content?,BOTH
Can the sodium in lobster benefit gout attacks patients?,BOTH
What is the exact selenium in a handful of peanuts?,NUTRITION_LOOKUP
Is black beans high in calcium?,NUTRITION_LOOKUP
What is the best diet for controlling diabetes?,HEALTH_ADVICE
Is 200 calories worth of tofu too much niacin for a metabolic syndrome patient?,BOTH
What percentage of daily total fat is in peaches?,NUTRITION_LOOKUP
How does diet affect osteoporosis?,HEALTH_ADVICE
Is lobster recommended or not recommended for elevated LDL cholesterol?,HEALTH_ADVICE
How should someone with hypertension adjust their diet?,HEALTH_ADVICE
Is it safe to eat walnuts with osteoporosis?,HEALTH_ADVICE
What is the fiber macro for tofu?,NUTRITION_LOOKUP
How rich is butter in vitamin A?,NUTRITION_LOOKUP
What is the total potassium per 200 calories worth of black beans?,NUTRITION_LOOKUP
What makes mozzarella suitable or unsuitable for heart disease based on its vitamin A?,BOTH
What is the riboflavin in duck and is it good for rheumatoid arthritis?,BOTH
Does lobster have a lot of vitamin D?,NUTRITION_LOOKUP
Can you tell me the fiber in 100 grams of onions?,NUTRITION_LOOKUP
What is the vitamin D macro for whole milk?,NUTRITION_LOOKUP
How does diet affect irritable bowel syndrome?,HEALTH_ADVICE
Can eating kidney beans help with hypothyroidism?,HEALTH_ADVICE
Is a low-carb diet good for obesity?,HEALTH_ADVICE
Which foods are beneficial for people with anxiety?,HEALTH_ADVICE
How rich is mozzarella in folate?,NUTRITION_LOOKUP
"For gout management, how much onions can I eat given its sodium content?",BOTH
What is the iron content of mushrooms?,NUTRITION_LOOKUP
How much iron is there in a medium portion of potatoes?,NUTRITION_LOOKUP
What is the total vitamin A per 100 grams of sunflower seeds?,NUTRITION_LOOKUP
What is the best diet for controlling high cholesterol?,HEALTH_ADVICE
Best foods for managing iron-deficiency anemia?,HEALTH_ADVICE
What is the magnesium breakdown for shrimp?,NUTRITION_LOOKUP
Can the calcium in cod benefit low blood pressure patients?,BOTH
Does peaches have enough thiamine to help with chronic kidney disease?,BOTH
What foods should people with high cholesterol avoid?,HEALTH_ADVICE
What vegetables are recommended for high cholesterol?,HEALTH_ADVICE
What is the sugar macro for sunflower seeds?,NUTRITION_LOOKUP
Is one piece of sunflower seeds too much sodium for a gastritis patient?,BOTH
Is pumpkin seeds high in phosphorus and beneficial for kidney disease?,BOTH
Can people with GERD eat tuna?,HEALTH_ADVICE
How does sardines's folate level relate to chronic kidney disease?,BOTH
What role does the zinc in brown rice play for people with lactose intolerance?,BOTH
What should I eat if I have gestational diabetes?,HEALTH_ADVICE
How does eating avocado affect anxiety given its high calcium content?,BOTH
Are grains good for someone with gout attacks?,HEALTH_ADVICE
What percentage of daily omega-6 fatty acids is in turkey breast?,NUTRITION_LOOKUP
What is the total total fat per 200 calories worth of cabbage?,NUTRITION_LOOKUP
What are the calcium levels in peaches?,NUTRITION_LOOKUP
Does tuna have enough phosphorus to help with diabetes?,BOTH
Are there foods that worsen hyperthyroidism?,HEALTH_ADVICE
What is the nutritional value of brown rice in terms of thiamine?,NUTRITION_LOOKUP
How does eating cauliflower affect celiac disease given its high potassium content?,BOTH
What vegetables are recommended for iron-deficiency anemia?,HEALTH_ADVICE
Is quinoa high in phosphorus?,NUTRITION_LOOKUP
Is pumpkin seeds a good source of vitamin D for people with fatty liver disease?,BOTH
Can eating cheddar cheese help with kidney disease?,HEALTH_ADVICE
Give me the protein value for one ounce of beef.,NUTRITION_LOOKUP
Give me the folate value for one tablespoon of tofu.,NUTRITION_LOOKUP
